Comparacion peso colombiano a Dolar;;;;;;
Fecha;ultimo;Apertura;maximo;minimo;Vol;% var
05.02.2020;3364.8;3362.1;3370.5;3339;0;0.08%
04.02.2020;3362.1;3395.5;3397.49;3360;0;-0.98%
03.02.2020;3395.5;3419;3421.5;3394.35;0;-0.72%
31.01.2020;3420;3412.5;3430.45;3410.5;0;0.28%
30.01.2020;3410.5;3387.3;3419;3387.3;0;0.68%
29.01.2020;3387.5;3387;3403.5;3378.65;0;-0.16%
28.01.2020;3393;3400.9;3402.4;3384.55;0;-0.23%
27.01.2020;3400.9;3365;3406;3365;0;1.07%
24.01.2020;3365;3361.32;3380.77;3349;0;0.15%
23.01.2020;3360;3330.5;3371.6;3324.39;0;0.86%
22.01.2020;3331.5;3356.1;3356.22;3326.7;0;-0.73%
21.01.2020;3356.1;3332.5;3357.89;3332.5;0;0.71%
20.01.2020;3332.5;3333.25;3333.25;3332.5;0;0%
17.01.2020;3332.5;3325.75;3334;3307.69;0;0.29%
16.01.2020;3322.85;3299.65;3328.45;3293;0;0.78%
15.01.2020;3297;3287.1;3308;3282.5;0;0.26%
14.01.2020;3288.6;3269.25;3290.99;3256.05;0;0.55%
13.01.2020;3270.75;3272.2;3301.3;3268.25;0;-0.04%
10.01.2020;3272.2;3256.9;3291.5;3251;0;0.51%
09.01.2020;3255.5;3245.5;3265.61;3241.25;0;0.26%
08.01.2020;3247;3277.25;3280.5;3241;0;-0.48%
07.01.2020;3262.5;3245.71;3266.15;3245.71;0;0.5%
06.01.2020;3246.21;3252;3256.32;3242.81;0;-0.24%
03.01.2020;3254;3253;3282.25;3247.2;0;0%
02.01.2020;3254;3290.23;3291.73;3251.25;0;-1.01%
01.01.2020;3287.23;3287.23;3287.23;3287.23;0;0%
